"Points:0","Points:1","Points:2","U:0","U:1","U:2"
5.15,0.14556,0.072,0.0064364,-0.050982,-0.0049708
5.15,0.027338,0.1557,0.0085883,-0.054192,-0.0053051
5.15,-0.10435,0.25002,0.0052396,-0.037923,-0.0016645
5.15,-0.20823,0.35021,0.0039055,-0.012815,0.0018907
5.0499,0.24788,0.072588,0.002326,-0.050378,-0.0061161
5.0496,0.13779,0.15921,0.0051599,-0.048246,-0.0070463
5.0493,0.013468,0.25362,0.0027131,-0.026302,-0.002857
5.0495,-0.11037,0.3506,0.0006992,-0.0037931,0.00335
5.0499,-0.2088,0.45051,0.0005303,0.004409,0.001721
4.9498,0.34901,0.072721,-0.0044074,-0.046707,-0.0064365
4.949,0.24344,0.16049,0.00037607,-0.040001,-0.0069882
4.948,0.12792,0.25636,0.0012877,-0.015706,-0.0028261
4.9478,0.0040846,0.35219,0.0010644,0.0022868,0.0037825
4.9485,-0.1127,0.45067,-0.00028327,0.009538,0.0049354
4.9495,-0.20898,0.55044,0.00011674,0.0070749,0.0010547
4.8495,0.44954,0.072606,-0.010752,-0.041161,-0.0061803
4.848,0.34663,0.16051,-0.0043712,-0.031056,-0.0054535
4.846,0.23782,0.25727,0.00019379,-0.0083366,-0.0020242
4.8446,0.12076,0.35354,0.0028654,0.0066752,0.0046237
4.845,0.00090746,0.45116,0.0012928,0.011726,0.0066765
4.8466,-0.11274,0.55047,0.0002915,0.010568,0.0034517
4.8483,-0.20883,0.65026,0.00011036,0.0075978,0.00057216
4.7491,0.54979,0.072079,-0.018517,-0.034937,-0.004864
4.7463,0.44844,0.15931,-0.007788,-0.023767,-0.0033212
4.7429,0.34418,0.2563,-0.001135,-0.0041177,-0.00027851
4.7403,0.2352,0.35339,0.0045739,0.0084548,0.006111
4.7395,0.12078,0.45135,0.0033892,0.013557,0.0085099
4.7407,0.0040147,0.55049,0.0013371,0.012778,0.0065332
4.7431,-0.11048,0.65025,0.00044019,0.0098087,0.0019638
4.7457,-0.20829,0.75013,0.00022545,0.0077796,0.00027942
4.6487,0.64992,0.070485,-0.020792,-0.029167,-0.0026637
4.6428,0.5494,0.15605,-0.010876,-0.01976,0.0017522
4.6385,0.44779,0.25343,-0.0026145,-0.0043423,0.0033953
4.6357,0.34431,0.3517,0.0050012,0.0065555,0.0083646
4.6344,0.23811,0.45073,0.0050963,0.013641,0.010703
4.6342,0.1282,0.5503,0.0024928,0.014806,0.0091646
4.6351,0.013546,0.65017,0.001002,0.012079,0.004816
4.6371,-0.10449,0.75011,0.00057014,0.0095674,0.00098114
4.6413,-0.20694,0.85005,0.00032208,0.0080524,5.4327e-05
4.5494,0.74999,0.066831,-0.018317,-0.023616,0.0015225
4.5359,0.64984,0.14992,-0.011048,-0.017934,0.007621
4.5328,0.54943,0.24955,-0.0028856,-0.0081732,0.010777
4.5317,0.44856,0.34964,0.0036947,0.00044727,0.013105
4.5312,0.34693,0.44985,0.0056737,0.011268,0.013858
4.5309,0.24397,0.54998,0.0030085,0.015993,0.012018
4.5305,0.13853,0.65003,0.0012263,0.014275,0.0075089
4.5297,0.027976,0.75005,0.00061974,0.011119,0.0027761
4.528,-0.091223,0.85004,0.001047,0.0096114,0.00024592
4.533,-0.20171,0.95002,0.0015371,0.0086105,-0.00018648
4.4601,0.85006,0.067453,-0.013203,-0.010233,0.0045188
4.4407,0.74999,0.15002,-0.0096959,-0.0089265,0.010994
4.4399,0.64992,0.2484,-0.0063196,-0.0067113,0.018464
4.44,0.54983,0.3487,-0.0033789,-0.0024567,0.018704
4.44,0.44966,0.4494,-5.1889e-05,0.0051643,0.017033
4.44,0.34932,0.54981,0.0020907,0.01541,0.014824
4.4399,0.24853,0.64997,0.00086983,0.016184,0.010127
4.4396,0.14666,0.75001,9.2929e-05,0.012478,0.0044896
4.4386,0.042745,0.85001,9.2196e-06,0.0099792,0.00081686
4.4363,-0.064519,0.95001,0.00017378,0.0089447,-0.00034936
4.4387,-0.16866,1.05,0.0002137,0.0068592,-0.00030438
5.5515,-0.16461,0.062711,0.010405,-0.023348,0.0030251
5.4505,-0.064774,0.065506,0.014895,-0.037415,0.0020122
5.4509,-0.20132,0.14594,0.017172,-0.06576,0.0071208
5.3501,0.041429,0.070119,0.015908,-0.044991,-0.0023062
5.3505,-0.091061,0.14864,0.017452,-0.058834,-0.0016962
5.3503,-0.20677,0.24936,0.019483,-0.066344,-0.0028971
5.25,0.14557,0.071987,0.014471,-0.048903,-0.0037391
5.2502,0.027404,0.15566,0.017132,-0.060096,-0.0065147
5.2503,-0.10427,0.24997,0.015891,-0.056815,-0.0063234
5.2501,-0.20821,0.35019,0.011861,-0.032575,-0.0021512
5.15,0.24786,0.072602,0.010741,-0.050684,-0.0048742
5.1499,0.1377,0.15926,0.015384,-0.058345,-0.0096754
5.1499,0.013298,0.25368,0.011849,-0.045863,-0.0081864
5.1499,-0.1105,0.35064,0.0055279,-0.019875,-0.0015178
5.15,-0.20884,0.45052,0.0029068,-0.00028494,0.00064883
5.0499,0.34896,0.072781,0.0058278,-0.049667,-0.0062059
5.0495,0.24315,0.1607,0.011033,-0.053402,-0.011147
5.0491,0.12721,0.25666,0.0076779,-0.033721,-0.0089989
5.049,0.003185,0.35242,0.003298,-0.0088406,-0.0010912
5.0494,-0.11325,0.45077,0.00052562,0.004909,0.0032833
5.0499,-0.20912,0.55046,0.00045401,0.0060885,0.0010039
4.9498,0.44947,0.072786,-0.0023306,-0.04622,-0.0069695
4.9489,0.3462,0.16107,0.0045707,-0.045154,-0.010856
4.9477,0.23653,0.25807,0.0037704,-0.021531,-0.0083435
4.947,0.11832,0.35422,0.0030225,-0.00011864,-0.00024993
4.9473,-0.0016302,0.4515,0.0012649,0.0090798,0.0039664
4.9484,-0.1141,0.55059,1.0403e-05,0.010245,0.0029665
4.9495,-0.20914,0.65029,9.7865e-05,0.0073936,0.00049125
4.8495,0.54972,0.072627,-0.0098033,-0.040566,-0.0069509
4.848,0.44799,0.16073,-0.0021311,-0.035169,-0.0088902
4.8457,0.34262,0.25806,0.00030037,-0.011904,-0.0067256
4.8439,0.23152,0.3549,0.0033882,0.0054594,0.00091692
4.8434,0.11466,0.45218,0.0030777,0.012464,0.0052383
4.8445,-0.0017146,0.55083,0.0012157,0.012411,0.0049578
4.8465,-0.11337,0.65035,0.00026213,0.0098581,0.0016728
4.8483,-0.2089,0.75014,6.4375e-05,0.0077388,0.00020245
4.7491,0.64987,0.072084,-0.018572,-0.034153,-0.0053117
4.7463,0.54903,0.15938,-0.0075529,-0.025579,-0.0053115
4.7428,0.44646,0.25659,-0.0021695,-0.0056945,-0.0041247
4.7399,0.34097,0.35399,0.003644,0.0081006,0.002612
4.7384,0.23158,0.452,0.0047727,0.014215,0.0069059
4.7387,0.11827,0.55086,0.0027696,0.014897,0.0071818
4.7405,0.002979,0.65038,0.0010829,0.012084,0.004078
4.743,-0.11073,0.75018,0.00035563,0.0094877,0.00081034
4.7457,-0.20832,0.85006,0.0001766,0.007879,-5.2549e-07
4.6487,0.74995,0.070485,-0.021359,-0.028412,-0.0025794
4.6428,0.64961,0.15606,-0.011548,-0.019741,0.00075668
4.6384,0.54862,0.25352,-0.0038036,-0.0045714,0.00025677
4.6356,0.44654,0.3519,0.0032057,0.006588,0.0051999
4.6341,0.34283,0.45099,0.0058944,0.01389,0.0090996
4.6337,0.23681,0.5505,0.0039231,0.016362,0.0094253
4.634,0.1274,0.65026,0.001882,0.014606,0.0065069
4.635,0.01321,0.75015,0.00077993,0.011452,0.0025161
4.6371,-0.10458,0.85007,0.00049143,0.0096206,0.00016273
4.6413,-0.20695,0.95002,0.00027599,0.0081134,-0.00021143
4.5495,0.85002,0.066829,-0.018248,-0.023289,0.001323
4.5359,0.74991,0.14992,-0.012162,-0.016941,0.0072275
4.5328,0.64963,0.24956,-0.0040249,-0.007239,0.0092908
4.5317,0.5491,0.34969,0.0022913,0.00063268,0.011122
4.5312,0.44815,0.44992,0.0058486,0.0094826,0.012701
4.5309,0.34651,0.55004,0.0043036,0.01646,0.012355
4.5307,0.24365,0.65007,0.0020412,0.016553,0.0090054
4.5305,0.13834,0.75007,0.00090809,0.01338,0.0043382
4.5296,0.0279,0.85005,0.00049259,0.011028,0.00085492
4.528,-0.091242,0.95002,0.00097364,0.0098513,-0.00049475
4.533,-0.20171,1.05,0.0014326,0.008552,-0.00051978
